job_title, company_name, state, city, link 
(ccis) mobile development co-op,Evertrue  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856168
(ccis) quality assurance co-op,Eze software group,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1847769
(ccis) population health and it associate,Family doctors  llc,Massachusetts,Swampscott,https://nucareers.northeastern.edu/postings.htm?pId=1858183
(ccis) bts client services co-op,Federal reserve bank of boston,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856455
Energy software engineering co-op,Firstfuel software  inc,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1851102
Software engineer coop,Firstlight biosciences,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1855729
(ccis) software engineer,Fluid-screen  inc.,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1853816
Operations co-op,Focal systems,California,Millbrae,https://nucareers.northeastern.edu/postings.htm?pId=1856110
(ccis) web developer co-op,Formlabs inc.,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1847406
Desktop software engineer,Formlabs inc.,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1856886
(ccis) software engineer,Forward financing,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1853855
E-gaming co-op,Geovisions-agency,Global ,Malta,https://nucareers.northeastern.edu/postings.htm?pId=1852742
(ccis) software dev/research co-op,Government of the united states,California,Pasadina,https://nucareers.northeastern.edu/postings.htm?pId=1854478
Computer science/computer engineering co-op,Government of the united states,New york state,Rome,https://nucareers.northeastern.edu/postings.htm?pId=1855184
(ccis) computer science co-op,Government of the united states,New york state,Rome,https://nucareers.northeastern.edu/postings.htm?pId=1855185
Financial and impact analysis co-op,Grameen america  inc.,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1860236
(ccis) developer in test,Grantham  mayo  van otterloo & co  llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852899
(ccis) front office systems developer co-op,Grantham  mayo  van otterloo & co  llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851875
(ccis) business systems/quality assurance analyst co-op,Grantham  mayo  van otterloo & co  llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851879
(ccis) development operations (devops) engineer co-op,Grantham  mayo  van otterloo & co  llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851888
(ccis) jr. it help analyst,Harvard business publishing,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858139
(ccis) web technologist,Harvard university,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1856122
Technical support analyst,Harvard university,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1857048
Research technician (lee),Harvard university,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852734
(ccis) user services intern,Harvard university,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1847869
Developer / analyst,Hebrew rehabilitation center,Massachusetts,Roslindale,https://nucareers.northeastern.edu/postings.htm?pId=1856720
Informatics co-op,Hebrew rehabilitation center,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851913
Engineering & operations co-op,Henkel ag & co. kgaa,New hampshire,Seabrook,https://nucareers.northeastern.edu/postings.htm?pId=1857109
(ccis) software engineer blockchain/crypto (sf vr startup),High fidelity,California,San francisco,https://nucareers.northeastern.edu/postings.htm?pId=1856516
Investment operations co-op,High vista strategies llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1860296
It co op,Highres biosolutions  inc.,Massachusetts,Beverly,https://nucareers.northeastern.edu/postings.htm?pId=1860010
Electrical/software engineering co-op (mcu),Hill-rom holdings  inc.,Massachusetts,Acton,https://nucareers.northeastern.edu/postings.htm?pId=1858535
(ccis) co-op  software engineering,Hologic  inc.,Massachusetts,Marlborough,https://nucareers.northeastern.edu/postings.htm?pId=1850896
(ccis global) digital analytics consultant,Hub'sales,Global ,Paris,https://nucareers.northeastern.edu/postings.htm?pId=1851860
(global) computer science co-ops,Iaeste- agency,Global ,Sao paulo,https://nucareers.northeastern.edu/postings.htm?pId=1850665
Information architect/user experience designer,Ifactory inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1854902
(ccis) software engineering co-op,Imprivata  inc.,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1856286
Algorithms & machine learning engineer co-op,Intel corporation,California,San francisco,https://nucareers.northeastern.edu/postings.htm?pId=1854577
Information technology internships,Internships down under - agency,Global ,Bondie junction,https://nucareers.northeastern.edu/postings.htm?pId=1851604
(ccis) software developer intern,Iquartic,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856818
Embedded software co-op,Irhythm technologies,California,San francisco,https://nucareers.northeastern.edu/postings.htm?pId=1855312
Learning exchange program assistant,Irish international immigrant center inc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1846797
(ccis) robotics engineering intern - computer software,Irobot,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1852017
(ccis) data science intern,Irobot,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1852024
Data analyst intern,Irobot,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1852052
It support/helpdesk co-op,J.c. cannistraro  llc,Massachusetts,Watertown,https://nucareers.northeastern.edu/postings.htm?pId=1859158
(ccis) software developer co-op,Jane street holding  llc,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1847796
Sales and marketing intern,Jedox inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850507
(ccis) visiting software engineer co-op - 1800376,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855094
Visiting product manager co-op - 1800611,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1848318
Business analyst co-op - 1800610,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1848322
Investment operations communication/client service co-op,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1848332
Business systems analyst co-op - 1800698,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856376
Business analyst co-op care group policy administration system (july-december 2018)-boston  ma-1800922,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850795
Collateral management analyst co-op,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852374
Business analyst co-op  retirement planning service (rps) division -july-december 2018-boston  ma-1800983,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850903
Customer integration representative co-op,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857966
Compliance analyst co-op,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852378
Business analyst co-op - 1800324,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855088
Project coordinator  real estate transformation co-op- (july-december 2018) - boston  ma-1800743,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850640
(ccis) business intelligence analyst co-op (july-december 2018) boston  ma-1800745,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850643
(ccis) software engineer - global solutions delivery co-op - 1800748,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850645
(ccis) data science/advanced analytics co-op july to december 2018- boston  ma-1800722,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850647
(ccis) network analyst co-op - boston,John hancock,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858870
(ccis) computational biology co-op,Kaleido biosciences  inc,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1857176
Core research technologies- lims co-op,Kaleido biosciences  inc,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1855064
(ccis) financial process and system co-op,Karyopharm therapeutics,Massachusetts,Newton,https://nucareers.northeastern.edu/postings.htm?pId=1859118
(ccis global) it engineering intern,Kk vesper,Global ,Tokyo,https://nucareers.northeastern.edu/postings.htm?pId=1851862
(ccis) software engineering co-op,Kleermail,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856248
Research associate - computational biology,Ksq therapeutics  inc.,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1856066
(ccis) qa co-op,Kuebix,Massachusetts,Maynard,https://nucareers.northeastern.edu/postings.htm?pId=1859087
(ccis) software development co-op,Kuebix,Massachusetts,Maynard,https://nucareers.northeastern.edu/postings.htm?pId=1859090
Digital media,Kyc-chain,Global ,Chiang mai,https://nucareers.northeastern.edu/postings.htm?pId=1854095
Accountant co-op,Kyruus incorporated,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859700
Systems engineer,L3 technologies,Massachusetts,Wilmington,https://nucareers.northeastern.edu/postings.htm?pId=1853957
(ccis) software developer (ruby on rails  ios  and android),Launchbyte.io,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1848088
(ccis) software engineer co-op,Learnable  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852881
(ccis) machine learning engineer co-op,Learnable  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852883
(ccis) data scientist co-op,Learnable  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852630
Account team co-op (boston),Legendary pictures applied analytics,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851507
Account team co-op (la),Legendary pictures applied analytics,California,Los angeles,https://nucareers.northeastern.edu/postings.htm?pId=1851508
Co-op,Localaventura,Global ,Mexico city,https://nucareers.northeastern.edu/postings.htm?pId=1854097
Risk analyst,Masa israel - agency,Global ,Tel aviv,https://nucareers.northeastern.edu/postings.htm?pId=1847509
(ccis global) computer science co-ops,Masa israel - agency,Global ,Tel aviv,https://nucareers.northeastern.edu/postings.htm?pId=1847530
Hardware engineer,Masa israel - agency,Global ,Tel aviv,https://nucareers.northeastern.edu/postings.htm?pId=1847551
Anti-fraud analyst,Masa israel - agency,Global ,Tel aviv,https://nucareers.northeastern.edu/postings.htm?pId=1847554
Business development  anti-fraud and cybercrime,Masa israel - agency,Global ,Tel aviv,https://nucareers.northeastern.edu/postings.htm?pId=1847560
Industrial security co-op student (req 10801),Massachusetts institute of technology,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1850544
Math instructor or marketing/business student,Mathnasium,Massachusetts,Cohasset,https://nucareers.northeastern.edu/postings.htm?pId=1851644
(ccis) front-end developer co-op,Mavrck,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851333
Capture analyst,Maximus  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851996
(ccis) it application developer,Mcphs university,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852602
(ccis) co-op programmer,Medical information technology  inc.,Massachusetts,Foxborough,https://nucareers.northeastern.edu/postings.htm?pId=1855563
Software developer in test,Medtronic,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855816
Research co-op,Menon laboratories  inc.,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1854476
Computational/biology co-op,Merck kgaa,Massachusetts,Billerica,https://nucareers.northeastern.edu/postings.htm?pId=1858866
Enterprise architecture co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1852852
Enterprise information management co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851027
Enterprise data services business systems analyst co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851029
Financial systems administrator co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851716
Sales system application support co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851727
Qa automation co-op,Mfs investment management,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851729
Actuarial intern,Milliman,Massachusetts,Wakefield,https://nucareers.northeastern.edu/postings.htm?pId=1847072
(ccis) it co-op student req 19881  grp 101,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1854316
Co-op software development  18571  grp 102,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1854320
Sw co-op student,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1854323
(ccis) co-op student sw engineering  grp 48  req 22481,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1860419
Sw development and testing co-op  req 20561  grp 108,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1854356
(ccis) active optical systems coop (10-06(  req 20161  grp 106,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1854353
It hardware/software support coop  group 33  req 18924,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1859222
(ccis) group 39: co-op student  req 21841,Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1859223
Air defense systems development/game theory co-op (grp 39  req 22141),Mit lincoln laboratory,Massachusetts,Lexington,https://nucareers.northeastern.edu/postings.htm?pId=1859224
Power electronics / power systems co-op,Mks instruments  inc.,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1858295
(ccis) product team/business analyst,Mmis  inc.,New hampshire,Portsmouth,https://nucareers.northeastern.edu/postings.htm?pId=1854686
Human computer interaction engineer for aerospace applications,Morse corporation,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1853987
Autonomy and robotics software engineer for aerospace applications,Morse corporation,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1853988
(ccis global) back end development internships in shanghai & beijing,My china opportunity (mco) - agency,Global ,Beijing,https://nucareers.northeastern.edu/postings.htm?pId=1858066
(ccis global) web developer/designer - schwann,My china opportunity (mco) - agency,Global ,Beijing,https://nucareers.northeastern.edu/postings.htm?pId=1858070
(ccis global) business in tech (beijing & shanghai),My china opportunity (mco) - agency,Global ,Beijing,https://nucareers.northeastern.edu/postings.htm?pId=1858071
(ccis global) front end developer- alibaba funded company,My china opportunity (mco) - agency,Global ,Beijing,https://nucareers.northeastern.edu/postings.htm?pId=1859178
Software engineering co-op,Nanoview diagnostics inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858418
Data science co-op,Nantero  inc.,Massachusetts,Woburn,https://nucareers.northeastern.edu/postings.htm?pId=1857840
Animation design co-op,Nanyang technological university,Global ,Singapore,https://nucareers.northeastern.edu/postings.htm?pId=1854100
(ccis) quantitative data analytics co-op,Natixis investment managers,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857797
(ccis) it support co-op,Natixis investment managers,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857798
Battery / cell modeling engineer,Nec corporation,Massachusetts,Westborough,https://nucareers.northeastern.edu/postings.htm?pId=1855644
It data analyst,Neptune lines,Global ,Piraeus,https://nucareers.northeastern.edu/postings.htm?pId=1856844
Administrative intern,Neurocare inc,Massachusetts,Newton,https://nucareers.northeastern.edu/postings.htm?pId=1855535
Hospital information management co-op,New england baptist hospital,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1858383
It co-op,Newbury corporation,Massachusetts,Dedham,https://nucareers.northeastern.edu/postings.htm?pId=1856841
Ux research intern,Nift networks  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851285
Ios engineering intern,Noon home  inc.,California,Cupertino,https://nucareers.northeastern.edu/postings.htm?pId=1857096
(ccis) robotics programmer,Northeastern university college of computer and information science (ccis),Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856909
(ccis coe mis) resnet co-op,Northeastern university,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851922
(ccis) research assistant: iot/mobile device security,Northeastern university,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1853616
(ccis) production analysis intern,Numeric investors llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855233
(ccis) technology intern,Numeric investors llc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855235
Radar dsp engineer,Oculii corp.,Ohio,Beavercreek,https://nucareers.northeastern.edu/postings.htm?pId=1855314
Ux and visual designer,Oho interactive,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1859143
(ccis) software engineer,Om1  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855614
Business development co-op,One acre fund,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1853913
People operations co-op,One acre fund,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1853915
(ccis) full stack engineer co-op (startup in la),Open listings,California,Los angeles,https://nucareers.northeastern.edu/postings.htm?pId=1856101
(ccis) web developer/ux team,Oracle america  inc.,Massachusetts,Bedford,https://nucareers.northeastern.edu/postings.htm?pId=1858337
Investment analyst,Ovata capital management limited,Global ,Hong kong,https://nucareers.northeastern.edu/postings.htm?pId=1851089
(ccis) forward deployed software engineer in nyc,Palantir technologies inc.,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1857135
(ccis) software engineer,Palantir technologies inc.,New york,New york,https://nucareers.northeastern.edu/postings.htm?pId=1857136
(ccis) equity team co-op,Panagora asset management  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859892
Research assistant (sleep medicine),Partners healthcare,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855539
Data scientist,Partners healthcare,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856583
Web application programmer/data scientist,Partners healthcare,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856587
Research intern,Partners healthcare,Massachusetts,Charlestown,https://nucareers.northeastern.edu/postings.htm?pId=1859586
(ccis) product intern community integrations developer,Perfecto mobile,Massachusetts,Burlington,https://nucareers.northeastern.edu/postings.htm?pId=1857408
(ccis) software engineering wearable sensors co-op,Philips,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1852067
(ccis) software engineering co-op,Philips,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1852821
(ccis) gpu developer engineer co-op,Philips,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1848297
(ccis) test automation software engineering co-op,Philips,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1852060
(ccis) apnea activity monitoring software engineer co-op,Philips,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1852070
(ccis) software engineer co-op,Pillpack inc.,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1858495
Qa gaming co-op,Playlab,Global ,Bangkok,https://nucareers.northeastern.edu/postings.htm?pId=1854105
Administrative co-op at the american space,Polytechnic university of valencia,,,https://nucareers.northeastern.edu/postings.htm?pId=1854106
(ccis) it associate co-op,Power advocate  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850657
Program support intern,Project rousseau,New york,Nyc,https://nucareers.northeastern.edu/postings.htm?pId=1847060
(ccis) analytical services software developer,Putnam investments,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1857138
Supply chain project manager co-op,Raytheon company,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1853635
Supplier manager co-op - andover,Raytheon company,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1853640
Supplier manager co-op - tucson,Raytheon company,Arizona,Tucson,https://nucareers.northeastern.edu/postings.htm?pId=1853642
Supply chain automation co-op,Raytheon company,Arizona,Tucson,https://nucareers.northeastern.edu/postings.htm?pId=1853646
(ccis) cyber engineering co-op,Raytheon company,Virginia,Ballston,https://nucareers.northeastern.edu/postings.htm?pId=1848000
(ccis) cyber engineering co-op,Raytheon company,Virginia,Dulles,https://nucareers.northeastern.edu/postings.htm?pId=1854960
(ccis) cyber engineering co-op,Raytheon company,Florida,Indiatlantic,https://nucareers.northeastern.edu/postings.htm?pId=1854965
(ccis) cyber engineering co-op,Raytheon company,South carolina,Greenville,https://nucareers.northeastern.edu/postings.htm?pId=1854969
(ccis) cyber engineering co-op,Raytheon company,Alabama,Huntsville,https://nucareers.northeastern.edu/postings.htm?pId=1854971
(ccis) cyber engineering co-op,Raytheon company,Georgia,Augusta,https://nucareers.northeastern.edu/postings.htm?pId=1854972
(ccis) cyber engineering co-op,Raytheon company,Texas,San antonio,https://nucareers.northeastern.edu/postings.htm?pId=1854966
(ccis) cyber engineering co-op,Raytheon company,Texas,Austin city limits,https://nucareers.northeastern.edu/postings.htm?pId=1854968
(ccis) cyber engineering co-op,Raytheon company,Hawaii,Honolulu,https://nucareers.northeastern.edu/postings.htm?pId=1854973
(ccis) cyber engineering co-op,Raytheon company,Pennsylvania,State college,https://nucareers.northeastern.edu/postings.htm?pId=1854974
(ccis) cyber engineering co-op,Raytheon company,Florida,Tampa,https://nucareers.northeastern.edu/postings.htm?pId=1854975
(ccis) data science co-op,Recorded future,Massachusetts,Somerville,https://nucareers.northeastern.edu/postings.htm?pId=1859487
(ccis) mobile developer,Redpoint positioning,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850550
Application development engineering co-op (oos),Resonetics  llc,New hampshire,Nashua,https://nucareers.northeastern.edu/postings.htm?pId=1859638
(ccis) developer co-op,Rightpoint consulting,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1854183
(ccis) machine learning intern,Rocket software  inc.,Texas,Austin,https://nucareers.northeastern.edu/postings.htm?pId=1851544
(ccis) web developer co-op - brooklyn  ny,Ronik llc,New york,Brooklyn,https://nucareers.northeastern.edu/postings.htm?pId=1856586
(ccis) software engineer co-op,S2 security,Massachusetts,Framingham,https://nucareers.northeastern.edu/postings.htm?pId=1854140
Interdisciplinary design  engineering  and assurance students (ideas) r&d co-op,Sandia national laboratories,New mexico,Albuquerque,https://nucareers.northeastern.edu/postings.htm?pId=1845765
F&b software project manager intern,Selina,Global ,Medellin,https://nucareers.northeastern.edu/postings.htm?pId=1854445
Software engineer,Selux diagnostics  inc,Massachusetts,Watertown,https://nucareers.northeastern.edu/postings.htm?pId=1855424
(ccis) cyber security engineer,Seres therapeutics,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1856347
(ccis global) mobile developer co-op,Shopify,Global ,Ottawa,https://nucareers.northeastern.edu/postings.htm?pId=1851097
(ccis global) front end developer co-op,Shopify,Global ,Ottawa,https://nucareers.northeastern.edu/postings.htm?pId=1851103
Software engineer co-op,Smith & nephew plc,Massachusetts,Andover,https://nucareers.northeastern.edu/postings.htm?pId=1855462
(ccis) it/technical support coop,Smma,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1859413
(ccis) web development co-op (san diego),Sosolimited,California,San diego,https://nucareers.northeastern.edu/postings.htm?pId=1859128
Systems integration and validation engineer - hw/rf,Starry  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851218
Systems integration and validation engineer - sw,Starry  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1851216
System software / firmware engineer,Starry  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850714
Software engineer  javascript (node.js),Starry  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850712
Software engineer  andriod,Starry  inc.,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1850715
Salesforce data support analyst,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857721
Datagx undergraduate co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857751
Crm data analyst co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857219
Junior it business analyst,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1856879
Ssga it risk management co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1846930
Jr. it business management,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857746
(ccis) investment data analyst co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857862
(ccis) ssga infrastructure architecture co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1857873
(ccis) it risk management co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855716
(ccis) junior developer co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1855723
It financial reporting and analysis co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859515
(ccis) fixed income it co-op,State street corporation,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1859046
Machine learning/artificial intelligence intern,Swift engineering,Massachusetts,Concord?,https://nucareers.northeastern.edu/postings.htm?pId=1859653
Robotics software intern,Swift engineering,California,San clemente,https://nucareers.northeastern.edu/postings.htm?pId=1859655
Electrical intern,Swift engineering,California,San clemente,https://nucareers.northeastern.edu/postings.htm?pId=1859657
(ccis) software engineer co-op,Symbotic llc,Massachusetts,Wilmington,https://nucareers.northeastern.edu/postings.htm?pId=1852787
(ccis) software engineer co-op - 13244br,Teradyne  inc.,Massachusetts,North reading,https://nucareers.northeastern.edu/postings.htm?pId=1851819
(ccis) software verification engineering co-op - 13603br,Teradyne  inc.,Massachusetts,North reading,https://nucareers.northeastern.edu/postings.htm?pId=1851821
(ccis) it operations coop,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860347
(ccis) software qa engineering,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860348
(ccis) software engineering - backend  frontend  ui - internship/co-op,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860349
(ccis) it infrastructure co-op,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860373
Autopilot software engineering internship (fall 2017),Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1854459
Technical writer co-op,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1851504
(ccis) autopilot software engineering,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860337
(ccis) software engineering internship  embedded systems,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860341
(ccis) data engineering,Tesla  inc.,California,Palo alto,https://nucareers.northeastern.edu/postings.htm?pId=1860344
It database associate engineer (data architecture team),The boston consulting group international inc,Massachusetts,Boston,https://nucareers.northeastern.edu/postings.htm?pId=1853557
(ccis) distinct program co-op,The charles stark draper laboratory inc,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1858332
Sensors and imaging co-op,The charles stark draper laboratory inc,Massachusetts,Cambridge,https://nucareers.northeastern.edu/postings.htm?pId=1858346
